Participant,ReadingTime,ItemNumber,RCType,VerbBias,Word,WordNumber,Sentence,WordType,LanguageGroup
1573011799,435,9,Full,Sentence,claimed,3,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1573011799,330,9,Full,Sentence,that,4,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1573011799,345,9,Full,Sentence,the,5,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1573011799,315,9,Full,Sentence,recipe,6,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1573011799,435,9,Full,Sentence,would,7,The chef claimed that the recipe would require using fresh basil.,Critical,L1
1573011799,546,9,Full,Sentence,require,8,The chef claimed that the recipe would require using fresh basil.,PostCritical,L1
1573011799,555,9,Full,Sentence,using,9,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1573011799,515,9,Full,Sentence,fresh,10,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1573011799,525,9,Full,Sentence,basil.,11,The chef claimed that the recipe would require using fresh basil.,Ignore,L1
1573011799,550,16,Reduced,NounPhrase,The,1,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,401,16,Reduced,NounPhrase,lawyer,2,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,414,16,Reduced,NounPhrase,wrote,3,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,520,16,Reduced,NounPhrase,the,4,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,465,16,Reduced,NounPhrase,memo,5,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,392,16,Reduced,NounPhrase,was,6,The lawyer wrote the memo was from the president of the company.,Critical,L1
1573011799,438,16,Reduced,NounPhrase,from,7,The lawyer wrote the memo was from the president of the company.,PostCritical,L1
1573011799,1121,16,Reduced,NounPhrase,the,8,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,959,16,Reduced,NounPhrase,president,9,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,351,16,Reduced,NounPhrase,of,10,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,328,16,Reduced,NounPhrase,the,11,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,542,16,Reduced,NounPhrase,company.,12,The lawyer wrote the memo was from the president of the company.,Ignore,L1
1573011799,735,21,Full,NounPhrase,The,1,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,404,21,Full,NounPhrase,student,2,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,431,21,Full,NounPhrase,forgot,3,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,530,21,Full,NounPhrase,that,4,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,685,21,Full,NounPhrase,the,5,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,445,21,Full,NounPhrase,solution,6,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,496,21,Full,NounPhrase,was,7,The student forgot that the solution was in the back of the book.,Critical,L1
1573011799,439,21,Full,NounPhrase,in,8,The student forgot that the solution was in the back of the book.,PostCritical,L1
1573011799,389,21,Full,NounPhrase,the,9,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,521,21,Full,NounPhrase,back,10,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,376,21,Full,NounPhrase,of,11,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,259,21,Full,NounPhrase,the,12,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,511,21,Full,NounPhrase,book.,13,The student forgot that the solution was in the back of the book.,Ignore,L1
1573011799,510,22,Reduced,Sentence,The,1,The woman hoped the address was in the directory.,Ignore,L1
1573011799,465,22,Reduced,Sentence,woman,2,The woman hoped the address was in the directory.,Ignore,L1
1573011799,420,22,Reduced,Sentence,hoped,3,The woman hoped the address was in the directory.,Ignore,L1
1573011799,380,22,Reduced,Sentence,the,4,The woman hoped the address was in the directory.,Ignore,L1
1573011799,510,22,Reduced,Sentence,address,5,The woman hoped the address was in the directory.,Ignore,L1
1573011799,400,22,Reduced,Sentence,was,6,The woman hoped the address was in the directory.,Critical,L1
1573011799,453,22,Reduced,Sentence,in,7,The woman hoped the address was in the directory.,PostCritical,L1
1573011799,307,22,Reduced,Sentence,the,8,The woman hoped the address was in the directory.,Ignore,L1
1573011799,460,22,Reduced,Sentence,directory.,9,The woman hoped the address was in the directory.,Ignore,L1
1573011799,416,19,Full,Sentence,The,1,The gardener decided that the lawn was in good shape.,Ignore,L1
1573011799,735,19,Full,Sentence,gardener,2,The gardener decided that the lawn was in good shape.,Ignore,L1
1573011799,535,19,Full,Sentence,decided,3,The gardener decided that the lawn was in good shape.,Ignore,L1
1573011799,484,19,Full,Sentence,that,4,The gardener decided that the lawn was in good shape.,Ignore,L1
1573011799,506,19,Full,Sentence,the,5,The gardener decided that the lawn was in good shape.,Ignore,L1
1573011799,484,19,Full,Sentence,lawn,6,The gardener decided that the lawn was in good shape.,Ignore,L1
1573011799,465,19,Full,Sentence,was,7,The gardener decided that the lawn was in good shape.,Critical,L1
1573011799,365,19,Full,Sentence,in,8,The gardener decided that the lawn was in good shape.,PostCritical,L1
1573011799,372,19,Full,Sentence,good,9,The gardener decided that the lawn was in good shape.,Ignore,L1
1573011799,454,19,Full,Sentence,shape.,10,The gardener decided that the lawn was in good shape.,Ignore,L1
1573011799,460,12,Reduced,NounPhrase,The,1,The professor revealed the answer was not correct.,Ignore,L1
1573011799,550,12,Reduced,NounPhrase,professor,2,The professor revealed the answer was not correct.,Ignore,L1
1573011799,976,12,Reduced,NounPhrase,revealed,3,The professor revealed the answer was not correct.,Ignore,L1
1573011799,487,12,Reduced,NounPhrase,the,4,The professor revealed the answer was not correct.,Ignore,L1
1573011799,451,12,Reduced,NounPhrase,answer,5,The professor revealed the answer was not correct.,Ignore,L1
1573011799,441,12,Reduced,NounPhrase,was,6,The professor revealed the answer was not correct.,Critical,L1
1573011799,389,12,Reduced,NounPhrase,not,7,The professor revealed the answer was not correct.,PostCritical,L1
1573011799,437,12,Reduced,NounPhrase,correct.,8,The professor revealed the answer was not correct.,Ignore,L1
1573011799,750,7,Full,NounPhrase,The,1,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1573011799,434,7,Full,NounPhrase,waiter,2,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1573011799,560,7,Full,NounPhrase,confirmed,3,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1573011799,535,7,Full,NounPhrase,that,4,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1573011799,479,7,Full,NounPhrase,the,5,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1573011799,531,7,Full,NounPhrase,reservation,6,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1573011799,611,7,Full,NounPhrase,was,7,The waiter confirmed that the reservation was made yesterday.,Critical,L1
1573011799,395,7,Full,NounPhrase,made,8,The waiter confirmed that the reservation was made yesterday.,PostCritical,L1
1573011799,851,7,Full,NounPhrase,yesterday.,9,The waiter confirmed that the reservation was made yesterday.,Ignore,L1
1573011799,507,14,Reduced,Sentence,The,1,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1573011799,549,14,Reduced,Sentence,attorney,2,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1573011799,369,14,Reduced,Sentence,hinted,3,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1573011799,410,14,Reduced,Sentence,the,4,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1573011799,430,14,Reduced,Sentence,defendant,5,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1573011799,430,14,Reduced,Sentence,was,6,The attorney hinted the defendant was planning to jump bail.,Critical,L1
1573011799,394,14,Reduced,Sentence,planning,7,The attorney hinted the defendant was planning to jump bail.,PostCritical,L1
1573011799,388,14,Reduced,Sentence,to,8,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1573011799,402,14,Reduced,Sentence,jump,9,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1573011799,417,14,Reduced,Sentence,bail.,10,The attorney hinted the defendant was planning to jump bail.,Ignore,L1
1573011799,650,15,Full,Sentence,The,1,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,427,15,Full,Sentence,author,2,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,603,15,Full,Sentence,boasted,3,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,1761,15,Full,Sentence,that,4,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,355,15,Full,Sentence,the,5,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,345,15,Full,Sentence,novel,6,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,395,15,Full,Sentence,was,7,The author boasted that the novel was likely to be a best-seller.,Critical,L1
1573011799,366,15,Full,Sentence,likely,8,The author boasted that the novel was likely to be a best-seller.,PostCritical,L1
1573011799,344,15,Full,Sentence,to,9,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,379,15,Full,Sentence,be,10,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,316,15,Full,Sentence,a,11,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,995,15,Full,Sentence,best-seller.,12,The author boasted that the novel was likely to be a best-seller.,Ignore,L1
1573011799,527,20,Reduced,NounPhrase,The,1,The mechanic maintained the engine was working reliably.,Ignore,L1
1573011799,470,20,Reduced,NounPhrase,mechanic,2,The mechanic maintained the engine was working reliably.,Ignore,L1
1573011799,515,20,Reduced,NounPhrase,maintained,3,The mechanic maintained the engine was working reliably.,Ignore,L1
1573011799,706,20,Reduced,NounPhrase,the,4,The mechanic maintained the engine was working reliably.,Ignore,L1
1573011799,509,20,Reduced,NounPhrase,engine,5,The mechanic maintained the engine was working reliably.,Ignore,L1
1573011799,526,20,Reduced,NounPhrase,was,6,The mechanic maintained the engine was working reliably.,Critical,L1
1573011799,434,20,Reduced,NounPhrase,working,7,The mechanic maintained the engine was working reliably.,PostCritical,L1
1573011799,865,20,Reduced,NounPhrase,reliably.,8,The mechanic maintained the engine was working reliably.,Ignore,L1
1573011799,524,13,Full,NounPhrase,The,1,The accountant advised that the client was cheating on his taxes.,Ignore,L1
1573011799,460,13,Full,NounPhrase,accountant,2,The accountant advised that the client was cheating on his taxes.,Ignore,L1
1573011799,470,13,Full,NounPhrase,advised,3,The accountant advised that the client was cheating on his taxes.,Ignore,L1
1573011799,451,13,Full,NounPhrase,that,4,The accountant advised that the client was cheating on his taxes.,Ignore,L1
1573011799,530,13,Full,NounPhrase,the,5,The accountant advised that the client was cheating on his taxes.,Ignore,L1
1573011799,518,13,Full,NounPhrase,client,6,The accountant advised that the client was cheating on his taxes.,Ignore,L1
1573011799,407,13,Full,NounPhrase,was,7,The accountant advised that the client was cheating on his taxes.,Critical,L1
1573011799,500,13,Full,NounPhrase,cheating,8,The accountant advised that the client was cheating on his taxes.,PostCritical,L1
1573011799,389,13,Full,NounPhrase,on,9,The accountant advised that the client was cheating on his taxes.,Ignore,L1
1573011799,335,13,Full,NounPhrase,his,10,The accountant advised that the client was cheating on his taxes.,Ignore,L1
1573011799,1060,13,Full,NounPhrase,taxes.,11,The accountant advised that the client was cheating on his taxes.,Ignore,L1
1573011799,410,8,Reduced,Sentence,The,1,The scientist insisted the hypothesis was being studied.,Ignore,L1
1573011799,430,8,Reduced,Sentence,scientist,2,The scientist insisted the hypothesis was being studied.,Ignore,L1
1573011799,415,8,Reduced,Sentence,insisted,3,The scientist insisted the hypothesis was being studied.,Ignore,L1
1573011799,429,8,Reduced,Sentence,the,4,The scientist insisted the hypothesis was being studied.,Ignore,L1
1573011799,1021,8,Reduced,Sentence,hypothesis,5,The scientist insisted the hypothesis was being studied.,Ignore,L1
1573011799,359,8,Reduced,Sentence,was,6,The scientist insisted the hypothesis was being studied.,Critical,L1
1573011799,456,8,Reduced,Sentence,being,7,The scientist insisted the hypothesis was being studied.,PostCritical,L1
1573011799,381,8,Reduced,Sentence,studied.,8,The scientist insisted the hypothesis was being studied.,Ignore,L1
1573011799,435,11,Full,Sentence,The,1,The general pretended that the weapon was ready to be used.,Ignore,L1
1573011799,485,11,Full,Sentence,general,2,The general pretended that the weapon was ready to be used.,Ignore,L1
1573011799,420,11,Full,Sentence,pretended,3,The general pretended that the weapon was ready to be used.,Ignore,L1
1573011799,385,11,Full,Sentence,that,4,The general pretended that the weapon was ready to be used.,Ignore,L1
1573011799,320,11,Full,Sentence,the,5,The general pretended that the weapon was ready to be used.,Ignore,L1
1573011799,512,11,Full,Sentence,weapon,6,The general pretended that the weapon was ready to be used.,Ignore,L1
1573011799,369,11,Full,Sentence,was,7,The general pretended that the weapon was ready to be used.,Critical,L1
1573011799,414,11,Full,Sentence,ready,8,The general pretended that the weapon was ready to be used.,PostCritical,L1
1573011799,450,11,Full,Sentence,to,9,The general pretended that the weapon was ready to be used.,Ignore,L1
1573011799,300,11,Full,Sentence,be,10,The general pretended that the weapon was ready to be used.,Ignore,L1
1573011799,451,11,Full,Sentence,used.,11,The general pretended that the weapon was ready to be used.,Ignore,L1
1573011799,606,26,Reduced,NounPhrase,The,1,The poet recalled his childhood was very unhappy.,Ignore,L1
1573011799,423,26,Reduced,NounPhrase,poet,2,The poet recalled his childhood was very unhappy.,Ignore,L1
1573011799,372,26,Reduced,NounPhrase,recalled,3,The poet recalled his childhood was very unhappy.,Ignore,L1
1573011799,412,26,Reduced,NounPhrase,his,4,The poet recalled his childhood was very unhappy.,Ignore,L1
1573011799,458,26,Reduced,NounPhrase,childhood,5,The poet recalled his childhood was very unhappy.,Ignore,L1
1573011799,809,26,Reduced,NounPhrase,was,6,The poet recalled his childhood was very unhappy.,Critical,L1
1573011799,460,26,Reduced,NounPhrase,very,7,The poet recalled his childhood was very unhappy.,PostCritical,L1
1573011799,793,26,Reduced,NounPhrase,unhappy.,8,The poet recalled his childhood was very unhappy.,Ignore,L1
1573011799,444,23,Full,NounPhrase,The,1,The student learned that the language was spoken only in one province.,Ignore,L1
1573011799,395,23,Full,NounPhrase,student,2,The student learned that the language was spoken only in one province.,Ignore,L1
1573011799,417,23,Full,NounPhrase,learned,3,The student learned that the language was spoken only in one province.,Ignore,L1
1573011799,329,23,Full,NounPhrase,that,4,The student learned that the language was spoken only in one province.,Ignore,L1
1573011799,216,23,Full,NounPhrase,the,5,The student learned that the language was spoken only in one province.,Ignore,L1
1573011799,639,23,Full,NounPhrase,language,6,The student learned that the language was spoken only in one province.,Ignore,L1
1573011799,660,23,Full,NounPhrase,was,7,The student learned that the language was spoken only in one province.,Critical,L1
1573011799,637,23,Full,NounPhrase,spoken,8,The student learned that the language was spoken only in one province.,PostCritical,L1
1573011799,413,23,Full,NounPhrase,only,9,The student learned that the language was spoken only in one province.,Ignore,L1
1573011799,410,23,Full,NounPhrase,in,10,The student learned that the language was spoken only in one province.,Ignore,L1
1573011799,806,23,Full,NounPhrase,one,11,The student learned that the language was spoken only in one province.,Ignore,L1
1573011799,845,23,Full,NounPhrase,province.,12,The student learned that the language was spoken only in one province.,Ignore,L1
1571861592,319,9,Reduced,Sentence,The,1,The chef claimed the recipe would require using fresh basil.,Ignore,L1
1571861592,313,9,Reduced,Sentence,chef,2,The chef claimed the recipe would require using fresh basil.,Ignore,L1
1571861592,444,9,Reduced,Sentence,claimed,3,The chef claimed the recipe would require using fresh basil.,Ignore,L1
1571861592,328,9,Reduced,Sentence,the,4,The chef claimed the recipe would require using fresh basil.,Ignore,L1
1571861592,706,9,Reduced,Sentence,recipe,5,The chef claimed the recipe would require using fresh basil.,Ignore,L1
1571861592,317,9,Reduced,Sentence,would,6,The chef claimed the recipe would require using fresh basil.,Critical,L1
1571861592,299,9,Reduced,Sentence,require,7,The chef claimed the recipe would require using fresh basil.,PostCritical,L1
1571861592,324,9,Reduced,Sentence,using,8,The chef claimed the recipe would require using fresh basil.,Ignore,L1
1571861592,362,9,Reduced,Sentence,fresh,9,The chef claimed the recipe would require using fresh basil.,Ignore,L1
1571861592,397,9,Reduced,Sentence,basil.,10,The chef claimed the recipe would require using fresh basil.,Ignore,L1
1571861592,341,21,Reduced,NounPhrase,The,1,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,301,21,Reduced,NounPhrase,student,2,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,346,21,Reduced,NounPhrase,forgot,3,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,280,21,Reduced,NounPhrase,the,4,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,292,21,Reduced,NounPhrase,solution,5,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,342,21,Reduced,NounPhrase,was,6,The student forgot the solution was in the back of the book.,Critical,L1
1571861592,312,21,Reduced,NounPhrase,in,7,The student forgot the solution was in the back of the book.,PostCritical,L1
1571861592,339,21,Reduced,NounPhrase,the,8,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,378,21,Reduced,NounPhrase,back,9,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,312,21,Reduced,NounPhrase,of,10,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,229,21,Reduced,NounPhrase,the,11,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,388,21,Reduced,NounPhrase,book.,12,The student forgot the solution was in the back of the book.,Ignore,L1
1571861592,296,8,Full,Sentence,The,1,The scientist insisted that the hypothesis was being studied.,Ignore,L1
1571861592,267,8,Full,Sentence,scientist,2,The scientist insisted that the hypothesis was being studied.,Ignore,L1
1571861592,465,8,Full,Sentence,insisted,3,The scientist insisted that the hypothesis was being studied.,Ignore,L1
1571861592,251,8,Full,Sentence,that,4,The scientist insisted that the hypothesis was being studied.,Ignore,L1
1571861592,261,8,Full,Sentence,the,5,The scientist insisted that the hypothesis was being studied.,Ignore,L1
1571861592,446,8,Full,Sentence,hypothesis,6,The scientist insisted that the hypothesis was being studied.,Ignore,L1
1571861592,358,8,Full,Sentence,was,7,The scientist insisted that the hypothesis was being studied.,Critical,L1
1571861592,349,8,Full,Sentence,being,8,The scientist insisted that the hypothesis was being studied.,PostCritical,L1
1571861592,391,8,Full,Sentence,studied.,9,The scientist insisted that the hypothesis was being studied.,Ignore,L1
1571861592,374,12,Full,NounPhrase,The,1,The professor revealed that the answer was not correct.,Ignore,L1
1571861592,446,12,Full,NounPhrase,professor,2,The professor revealed that the answer was not correct.,Ignore,L1
1571861592,375,12,Full,NounPhrase,revealed,3,The professor revealed that the answer was not correct.,Ignore,L1
1571861592,353,12,Full,NounPhrase,that,4,The professor revealed that the answer was not correct.,Ignore,L1
1571861592,313,12,Full,NounPhrase,the,5,The professor revealed that the answer was not correct.,Ignore,L1
1571861592,311,12,Full,NounPhrase,answer,6,The professor revealed that the answer was not correct.,Ignore,L1
1571861592,348,12,Full,NounPhrase,was,7,The professor revealed that the answer was not correct.,Critical,L1
1571861592,340,12,Full,NounPhrase,not,8,The professor revealed that the answer was not correct.,PostCritical,L1
1571861592,362,12,Full,NounPhrase,correct.,9,The professor revealed that the answer was not correct.,Ignore,L1
1571861592,333,11,Reduced,Sentence,The,1,The general pretended the weapon was ready to be used.,Ignore,L1
1571861592,279,11,Reduced,Sentence,general,2,The general pretended the weapon was ready to be used.,Ignore,L1
1571861592,354,11,Reduced,Sentence,pretended,3,The general pretended the weapon was ready to be used.,Ignore,L1
1571861592,399,11,Reduced,Sentence,the,4,The general pretended the weapon was ready to be used.,Ignore,L1
1571861592,282,11,Reduced,Sentence,weapon,5,The general pretended the weapon was ready to be used.,Ignore,L1
1571861592,292,11,Reduced,Sentence,was,6,The general pretended the weapon was ready to be used.,Critical,L1
1571861592,318,11,Reduced,Sentence,ready,7,The general pretended the weapon was ready to be used.,PostCritical,L1
1571861592,308,11,Reduced,Sentence,to,8,The general pretended the weapon was ready to be used.,Ignore,L1
1571861592,426,11,Reduced,Sentence,be,9,The general pretended the weapon was ready to be used.,Ignore,L1
1571861592,354,11,Reduced,Sentence,used.,10,The general pretended the weapon was ready to be used.,Ignore,L1
1571861592,245,7,Reduced,NounPhrase,The,1,The waiter confirmed the reservation was made yesterday.,Ignore,L1
1571861592,346,7,Reduced,NounPhrase,waiter,2,The waiter confirmed the reservation was made yesterday.,Ignore,L1
1571861592,317,7,Reduced,NounPhrase,confirmed,3,The waiter confirmed the reservation was made yesterday.,Ignore,L1
1571861592,605,7,Reduced,NounPhrase,the,4,The waiter confirmed the reservation was made yesterday.,Ignore,L1
1571861592,527,7,Reduced,NounPhrase,reservation,5,The waiter confirmed the reservation was made yesterday.,Ignore,L1
1571861592,332,7,Reduced,NounPhrase,was,6,The waiter confirmed the reservation was made yesterday.,Critical,L1
1571861592,342,7,Reduced,NounPhrase,made,7,The waiter confirmed the reservation was made yesterday.,PostCritical,L1
1571861592,386,7,Reduced,NounPhrase,yesterday.,8,The waiter confirmed the reservation was made yesterday.,Ignore,L1
1571861592,289,24,Full,Sentence,The,1,The apprentice realized that the skill was quite marketable.,Ignore,L1
1571861592,627,24,Full,Sentence,apprentice,2,The apprentice realized that the skill was quite marketable.,Ignore,L1
1571861592,370,24,Full,Sentence,realized,3,The apprentice realized that the skill was quite marketable.,Ignore,L1
1571861592,293,24,Full,Sentence,that,4,The apprentice realized that the skill was quite marketable.,Ignore,L1
1571861592,379,24,Full,Sentence,the,5,The apprentice realized that the skill was quite marketable.,Ignore,L1
1571861592,545,24,Full,Sentence,skill,6,The apprentice realized that the skill was quite marketable.,Ignore,L1
1571861592,305,24,Full,Sentence,was,7,The apprentice realized that the skill was quite marketable.,Critical,L1
1571861592,366,24,Full,Sentence,quite,8,The apprentice realized that the skill was quite marketable.,PostCritical,L1
1571861592,375,24,Full,Sentence,marketable.,9,The apprentice realized that the skill was quite marketable.,Ignore,L1
1571861592,351,26,Full,NounPhrase,The,1,The poet recalled that his childhood was very unhappy.,Ignore,L1
1571861592,466,26,Full,NounPhrase,poet,2,The poet recalled that his childhood was very unhappy.,Ignore,L1
1571861592,239,26,Full,NounPhrase,recalled,3,The poet recalled that his childhood was very unhappy.,Ignore,L1
1571861592,520,26,Full,NounPhrase,that,4,The poet recalled that his childhood was very unhappy.,Ignore,L1
1571861592,361,26,Full,NounPhrase,his,5,The poet recalled that his childhood was very unhappy.,Ignore,L1
1571861592,340,26,Full,NounPhrase,childhood,6,The poet recalled that his childhood was very unhappy.,Ignore,L1
1571861592,288,26,Full,NounPhrase,was,7,The poet recalled that his childhood was very unhappy.,Critical,L1
1571861592,300,26,Full,NounPhrase,very,8,The poet recalled that his childhood was very unhappy.,PostCritical,L1
1571861592,385,26,Full,NounPhrase,unhappy.,9,The poet recalled that his childhood was very unhappy.,Ignore,L1
1571861592,347,19,Reduced,Sentence,The,1,The gardener decided the lawn was in good shape.,Ignore,L1
1571861592,268,19,Reduced,Sentence,gardener,2,The gardener decided the lawn was in good shape.,Ignore,L1
1571861592,330,19,Reduced,Sentence,decided,3,The gardener decided the lawn was in good shape.,Ignore,L1
1571861592,287,19,Reduced,Sentence,the,4,The gardener decided the lawn was in good shape.,Ignore,L1
1571861592,308,19,Reduced,Sentence,lawn,5,The gardener decided the lawn was in good shape.,Ignore,L1
1571861592,254,19,Reduced,Sentence,was,6,The gardener decided the lawn was in good shape.,Critical,L1
1571861592,262,19,Reduced,Sentence,in,7,The gardener decided the lawn was in good shape.,PostCritical,L1
1571861592,286,19,Reduced,Sentence,good,8,The gardener decided the lawn was in good shape.,Ignore,L1
1571861592,312,19,Reduced,Sentence,shape.,9,The gardener decided the lawn was in good shape.,Ignore,L1
1571861592,268,13,Reduced,NounPhrase,The,1,The accountant advised the client was cheating on his taxes.,Ignore,L1
1571861592,337,13,Reduced,NounPhrase,accountant,2,The accountant advised the client was cheating on his taxes.,Ignore,L1
1571861592,509,13,Reduced,NounPhrase,advised,3,The accountant advised the client was cheating on his taxes.,Ignore,L1
1571861592,329,13,Reduced,NounPhrase,the,4,The accountant advised the client was cheating on his taxes.,Ignore,L1
1571861592,283,13,Reduced,NounPhrase,client,5,The accountant advised the client was cheating on his taxes.,Ignore,L1
1571861592,451,13,Reduced,NounPhrase,was,6,The accountant advised the client was cheating on his taxes.,Critical,L1
1571861592,304,13,Reduced,NounPhrase,cheating,7,The accountant advised the client was cheating on his taxes.,PostCritical,L1
1571861592,315,13,Reduced,NounPhrase,on,8,The accountant advised the client was cheating on his taxes.,Ignore,L1
1571861592,271,13,Reduced,NounPhrase,his,9,The accountant advised the client was cheating on his taxes.,Ignore,L1
1571861592,386,13,Reduced,NounPhrase,taxes.,10,The accountant advised the client was cheating on his taxes.,Ignore,L1
1571861592,242,18,Full,Sentence,The,1,The man wished that the award would go to his brother.,Ignore,L1
1571861592,256,18,Full,Sentence,man,2,The man wished that the award would go to his brother.,Ignore,L1
1571861592,364,18,Full,Sentence,wished,3,The man wished that the award would go to his brother.,Ignore,L1
1571861592,290,18,Full,Sentence,that,4,The man wished that the award would go to his brother.,Ignore,L1
1571861592,365,18,Full,Sentence,the,5,The man wished that the award would go to his brother.,Ignore,L1
1571861592,267,18,Full,Sentence,award,6,The man wished that the award would go to his brother.,Ignore,L1
1571861592,397,18,Full,Sentence,would,7,The man wished that the award would go to his brother.,Critical,L1
1571861592,468,18,Full,Sentence,go,8,The man wished that the award would go to his brother.,PostCritical,L1
1571861592,283,18,Full,Sentence,to,9,The man wished that the award would go to his brother.,Ignore,L1
1571861592,297,18,Full,Sentence,his,10,The man wished that the award would go to his brother.,Ignore,L1
1571861592,324,18,Full,Sentence,brother.,11,The man wished that the award would go to his brother.,Ignore,L1
1571861592,500,20,Full,NounPhrase,The,1,The mechanic maintained that the engine was working reliably.,Ignore,L1
1571861592,643,20,Full,NounPhrase,mechanic,2,The mechanic maintained that the engine was working reliably.,Ignore,L1
1571861592,354,20,Full,NounPhrase,maintained,3,The mechanic maintained that the engine was working reliably.,Ignore,L1
1571861592,426,20,Full,NounPhrase,that,4,The mechanic maintained that the engine was working reliably.,Ignore,L1
1571861592,297,20,Full,NounPhrase,the,5,The mechanic maintained that the engine was working reliably.,Ignore,L1
1571861592,397,20,Full,NounPhrase,engine,6,The mechanic maintained that the engine was working reliably.,Ignore,L1
1571861592,326,20,Full,NounPhrase,was,7,The mechanic maintained that the engine was working reliably.,Critical,L1
1571861592,267,20,Full,NounPhrase,working,8,The mechanic maintained that the engine was working reliably.,PostCritical,L1
1571861592,330,20,Full,NounPhrase,reliably.,9,The mechanic maintained that the engine was working reliably.,Ignore,L1
1571861592,399,15,Reduced,Sentence,The,1,The author boasted the novel was likely to be a best-seller.,Ignore,L1
1571861592,281,15,Reduced,Sentence,author,2,The author boasted the novel was likely to be a best-seller.,Ignore,L1
1571861592,244,15,Reduced,Sentence,boasted,3,The author boasted the novel was likely to be a best-seller.,Ignore,L1
1571861592,267,15,Reduced,Sentence,the,4,The author boasted the novel was likely to be a best-seller.,Ignore,L1
1571861592,298,15,Reduced,Sentence,novel,5,The author boasted the novel was likely to be a best-seller.,Ignore,L1
1571861592,257,15,Reduced,Sentence,was,6,The author boasted the novel was likely to be a best-seller.,Critical,L1
1571861592,279,15,Reduced,Sentence,likely,7,The author boasted the novel was likely to be a best-seller.,PostCritical,L1
1571861592,273,15,Reduced,Sentence,to,8,The author boasted the novel was likely to be a best-seller.,Ignore,L1
1571861592,195,15,Reduced,Sentence,be,9,The author boasted the novel was likely to be a best-seller.,Ignore,L1
1571861592,240,15,Reduced,Sentence,a,10,The author boasted the novel was likely to be a best-seller.,Ignore,L1
1571861592,352,15,Reduced,Sentence,best-seller.,11,The author boasted the novel was likely to be a best-seller.,Ignore,L1
1571861592,233,23,Reduced,NounPhrase,The,1,The student learned the language was spoken only in one province.,Ignore,L1
